post,bully
she is not OBSESSED with yor and ya i know like everything about her and she knows like everything about me we are like sisters but not really but we seem like it i can do what ever the fuck i want Ha I will juss block you Dueces crazy ass bitch,1
This is not quot Krista quot for the last time I have no flippen idea who quot krista quot is Your fucking stupid You didn t put your name as annonimus fucking retard Fucking leave me alone stupid kunt dueces,1
u kno u want to fuck me Hahh who is this,1
who tha fuck is quot Krista quot r this is not quot Krista quot Im not stupid Fucking leave me alone your a crazy bitch that needs to get over me Stop texting me every second of the fucking day EVERYONE THAT IS READING THIS KRISTA IS AN ANNOYING BITCH THAT IS OBSESSED WITH ME AND SPREADS RUMORS ABOUT ME BECAUSE I DONT LIKE HER I FUCKING HATE HER LEAVE ME THE FUCK ALONE,1
wow ur girl quot dani quot has a lot of guys on her top but i 39 m sure u have nothing to worry about Nope I don t have anything to worry about dina Because I trust her,1
ya i know cuz i am letting you know who this is r my name is Tatum Not quot krista quot Your fucking stupid like seriously mentally retarded stupid Laterrrzzz,1
YOU ARE MEAN Thanks,1
STFU TABI you may not be fake but your a bitch annd need to go back to Idaho HOEEE orr just go to W 39 ford your better off ther anyways you have like 1 maybe 2 friends in brock soooo leave haha okay jordin,1
If you want to go back to Idaho so bad why dont you Texas doesnt want you here anymore than you want to be soo just leave i would if i could and texas is a state if you want me gone so bad buy me a plane ticket hoe,1
Any chance if I have a shot with you I LOVE girls drugs and sex So tell Justin boy to fuck off Pryce i dont really no what to say to this r justin is my friend and im not going to say that to him r andddd,1
are you bulimic jesus freaking no im just really upset and confused and it makes me feeel like i have to stfu,1
Ballfuck she 39 s real Get over it vv thankyou,1
Besides the chick who 39 s starting shit won 39 t back it up and isn 39 t even saying who SHE is amen hahaha its pretty much just annoying now except its kinda a compliment people think im fake,1
C cup or B cup how about a big cup of stfu,1
damn go jack off watching a monkey DAMN well,1
damn Flirting with another girls boyfriend Idk what you call that where your from but in america that 39 s what you 39 d call a whore ummmmmmmmmmmmmm i didnt no and we were joking around the hole time and no actually i think thats just called being ride and i ll say sorry to the girl if i have to idc,1
dearest babydoll vv Stop trying to start shit amp amp grow the fuck up I mean really Is this what you do for a living is ask people if they 39 re fake amp amp ruin peoples lives Grow some balls grow up amp amp stop starting stuff awhhhh thankyou,1
Do you lick dick hahah WHAT,1
Do you want me to rain on their parade Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers The need to live in the real world and pull their head out of that dark place they have it shoved amen,1
eat a dick you complain about texas all day shove it it you just got told your suck a dick so eat one ummmm your great,1
Ever been called a whore oh man and it hurt sooo bad haha people who say that dont no me,1
fake doesn 39 t mean you look pretty okay welll the question that was asked was if i was fake as in useing someone else pictures off the internet and really i take that as a compliment because all the people who are fake i think look reall pretty soo stfu,1
Girls just wanna be you Tabi since they 39 re using your pictures You 39 re obviously hot SHE 39 S REAL DUMB FUCKS hahaahhaha im starting to take it as a compliment lmao hahahah DDDDDDD,1
Hahaha ohmyGod you are an actual jerk okay,1
HAHAHAHA I LOVE how they post everything anonymously TABI ISN 39 T FAKE If anyone is fake it 39 s that Cheyenne girl Seriously just leave Tabi alone you dumb good for nothing people D hahah thankyou D,1
Hahahahahhahaaha l shut up dumpster baby,1
Here 39 s an idea how about stop trying o get hook up with Tabitha and actually find someone who can suck you 3inches dick hahaha doubt that will ever happen No girl likes a pevert and a douche D your perfect,1
Hey stupid people See everyone here who knows Tabi in real life Yeah if you 39 re that retarded to still call her fake then you should not be operating a computer Just saying hahahahahahahhhahahah oh my god i love you,1
Hey all you idiots this is Tabi 39 s sister and I know she isn 39 t using any fake accounts so leave her alone already Sam hahahaha thanks they think i am using fake pictures like this isnt me,1
Hoe okay do you really have nothing better to do and i know who this is because there are only a couple people who dont like me soooo probably just say it to my face or ill just come talk to you,1
How 39 s having like no friend 39 s hmm im not sure i lll tell you when that happens i have plenty,1
I fucking hope you move you bitch good thing your not even showing your name and i did to you was say i didnt wanna go to brock,1
i have been the one who has been calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him your a whore ok i didnt no he had one,1
i love how u have no life hahahaha okay,1
i love how u toold maddi to delete this monster when u havnt even deleted your monster yaa biiittch hahahahahaha okay well i dont actually no how to delet it i was looking out for my bf cuz i dont want people to say mean things to her im tottaly fine with people saying stuff to me but her no,1
i thiink its pretty funny that your like quot stfu when you wasted your time writing that quot how about you stfu and stop wasting your time replying tabi how about you just stop leaving stuff on my form spring haha seriously,1
I wanna show you one of my poems I wrote to you the day we met The day I knew I 39 m gonna like you till the end And I still do Idc If you never wanna date me ever again I don 39 t blame you if this is who i think it is you have a girl friend you got together the day you DUMPED me for somthing STUPID,1
I 39 m not a whore hahaha what,1
I 39 m texting you right now if you don 39 t respond I 39 m going to burn down your house because I 39 m mean is this pryce,1
if i saw you without clothes i would baite as in master eww stfu perv,1
If your gonna call someone fake at least speel it right geez ily Tabiaah hahaha yeahhh,1
Leave Tabi alone I know for a FACT she hasn 39 t done anything to you Pretty sure it 39 s pathetic you 39 re saying this shit anomalously because you don 39 t have the balls to say it to her face Who 39 s fake now Grow a pair and shut the hell up We don 39 t CARE 3 i love you jo,1
Leave Texas bitch No one here wants you Quit hating on Texas and Brock we were perfectly fine without you BITCH sooo LEAVE okay buy me a plane tickettttttttttttttttt thankyou,1
Naw nee naw nee naww neee SAMANTHA YOU WHORE,1
No no no FUCK the people who are dicks to you you jk hmmmm,1
quit fishing for compliment and saying your ugly it 39 s so annoying wellll im not fishing for any your annoying go do something else than be rude to me,1
r Who 39 s the biggest douche bag that you know you,1
Really Because i know many people who dont like you Most of them claim to be your friend Sooooo stfu hahaha why are you telling me to stfu when you wasted your time writeing that lmao okkkaaayy jordin,1
She isn 39 t bulmic I made her really upset If you want to talk shit to her PLEASE shit talk me instead of Tabi So please leave her alone D thanks,1
Stop Calling Tabi quot Fake quot Obviously Your The Fake Bitch That Don 39 t Have A Life I Don 39 t Know Tabi But She Seems Like A Nice Person HAHAHAHAH thankyou im pretty sure that the anominous person get the picture now ha now i just wanna find out who cheyenne is,1
Tabi isn 39 t fake in anyways so go suck a fat one SERIOUSLY I will beat your ass I love you Tabi 3 thankyouuuuuuuuuuuuuuuuu,1
Tabitha ISNT a fake people steal her pictures and put it on photobucket maybe But she is the ONLY real deal Keep accusing her she 39 s fake then get off her formspring She knows who she is So fuck off amen 3,1
They 39 re called skinny jeans NOT make you skinny jeans okayyyyyyy hahahaha im not fat,1
this is a place for QUESTIONS try asking some r will you do me r what color of condom r kidding but really screw you r and stop texting me r and probably go fall down some stairs,1
To the question below when you said im not fat Arent you suppose to say I 39 m not fat PERIOD Cause if you put a question mark your saying your fat DUMMY ummmm actually im saying im not fat likee in your stupid for saying that r dummie,1
Ur facebook is a fake cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof well i pretty much have proof and haha im reall as can be,1
ur not even really marred that guy is a fagit u 2 r not even goin out i dont get the big deal ummmmmmmmmmmmmm i think im aware that we werent really married haha im 14 and its not that big of a deal and if you dont get it your not part of it ssooo you dont need to understand,1
ur not that pretty and u think that ur the prettiest girl wow its stupid your evil go be rude somewhere else i dont even think im pretty,1
Vvv I 39 m sorry but I have a wife hhahahaahhaahaha sounds like a good song lmfao i litterally laughed at my computer for like 3 miniets and my sister was like wtf,1
whatever your a fake and have nothing good to do with your life hahahahahha okay,1
when they mean fake they mean your attitude is fake and your personality not if shes dead or alive um just saying ppl hahahahahaha funny jordin thats not what they mean they are meaning i am useing someone else pictures and not my own so stfu okay,1
why do you always feel the need to tell the whole world how people hit on you all the time if their creepy its not much of a bragging right just kinda conceited sounding just saying okay haha,1
Why do you think every guy wants you They dont hate to break it to you honey well i dont think anyone likes me,1
you are terribly rude to everyone i am sick of it you abuse every good thing that happens to you and destroy it with hate and fake smiles By the way be careful who you trust dead or alive just a heads up from someone who still cares ummmmmm this is actually really creepy and doesnt make any sense,1
You didn 39 t get a brain that day either They were only handing them out to people who would use them what,1
you give me wooooooooooood go play in traffic,1
you guys SHES NOT FAKE got it good when she still went to my school she was out there with the fact shes a hoe im glad shes staying in texas they can have her hahahahahaha okay sweet whats your definition of hoe,1
you look bulimic your skinny but thats okay because you got big jugs and your hot stfu,1
Your bio is quite interesting it says quot booo you whore quot Are you talking about yourself I am very confused jordin i think i remeber telling you to leave me alone but its very interesting its from the movie mean girls but im very confused in why your still stalking me and trying to put me down stop now,1
